claim_ground_kps,subset,my_category,id,query,cluster_id,claim_cluster,ground,ground_clusters,arg_input
"{
  'claim': 'Job means type or example in slang',
  'ground': [
    'Historically, ""job"" meant a piece of work or thing, and slang uses extend this to refer to people or objects of a certain type, often with a negative or dismissive sentiment.',
    '""Job"" is used informally to describe objects or things of a particular kind, as in ""one of those self-cleaning jobs,"" showing a casual, familiar tone.',
    'Dictionary definitions support ""job"" as meaning object or example, reinforcing its use to refer to a type or instance, with a neutral to explanatory sentiment.'
  ]
}",stack,1,36,"Why ""job"" in ""nut job""",1,"['the male examples I found tended to use nutjob with examples of extreme antisocial behavior (criminals)', ""'job' just means something of a particular type"", ""'Nutjob' isn't really going anywhere"", 'crazy people are called nut jobs', ""'Job' is more commonly used in the diminutive form 'jobbie', as in 'A Blackberry is one of those hand-held jobbies'"", ""In this slang usage there's no particular implication that the thing (or person, here) being referred to is either a task, or the end result of task-oriented labour"", 'Job here is used informally to refer to something of a certain kind', ""This usage of 'job' basically derives from 'piece of work'"", ""'Job' is not normally used of people"", 'nut job would logically follow as it is shorter than nut piece of work', ""All 'job' really means here is 'example' ('instance of')"", ""the uses I've heard (and found below) are not synonymous with 'nutcase'"", ""This use is very similar to whack job and also similar to other slang uses of job such as 'do a job on' or 'a bank job' (meaning to rob a bank)""]","[[], ['I got a new oven, one of those self-cleaning jobs', 'Use a real-dictionary, not one of those new-fangled online jobs'], [""here's a chart to clarify that""], [], [], [], ['See for example the definition under object in the OALD', 'See for example the definition under example in the CALD'], [], [], ['Etymology of job refers to piece of work from the 1550s', ""we slangily use piece of work to mean someone who doesn't make sense""], [], [], ['job just means something of a particular type']]","[['Etymology of job refers to piece of work from the 1550s', 'Use a real-dictionary, not one of those new-fangled online jobs', ""here's a chart to clarify that"", 'job just means something of a particular type', ""we slangily use piece of work to mean someone who doesn't make sense""], ['I got a new oven, one of those self-cleaning jobs'], ['See for example the definition under object in the OALD', 'See for example the definition under example in the CALD']]","{'claim': ['the male examples I found tended to use nutjob with examples of extreme antisocial behavior (criminals)', ""'job' just means something of a particular type"", ""'Nutjob' isn't really going anywhere"", 'crazy people are called nut jobs', ""'Job' is more commonly used in the diminutive form 'jobbie', as in 'A Blackberry is one of those hand-held jobbies'"", ""In this slang usage there's no particular implication that the thing (or person, here) being referred to is either a task, or the end result of task-oriented labour"", 'Job here is used informally to refer to something of a certain kind', ""This usage of 'job' basically derives from 'piece of work'"", ""'Job' is not normally used of people"", 'nut job would logically follow as it is shorter than nut piece of work', ""All 'job' really means here is 'example' ('instance of')"", ""the uses I've heard (and found below) are not synonymous with 'nutcase'"", ""This use is very similar to whack job and also similar to other slang uses of job such as 'do a job on' or 'a bank job' (meaning to rob a bank)""], 'ground': [['Etymology of job refers to piece of work from the 1550s', 'Use a real-dictionary, not one of those new-fangled online jobs', ""here's a chart to clarify that"", 'job just means something of a particular type', ""we slangily use piece of work to mean someone who doesn't make sense""], ['I got a new oven, one of those self-cleaning jobs'], ['See for example the definition under object in the OALD', 'See for example the definition under example in the CALD']]}"
"{'claim': 'Derived from ""jobber""', 'ground': ['""Jobber"" was shortened to ""job"" over time.', '""Jobber"" referred to a person doing a job or just a guy/fellow.']}",stack,1,36,"Why ""job"" in ""nut job""",2,"[""This one may be more closely related to 'jobber'"", ""Jobber may have been truncated to 'job'""]","[[""'jobber' means a 'person who does a particular job'"", ""'jobber' also gained an extended sense of 'guy,' or 'fellow,' e.g., 'See that jobber over there.'""], [""Over time, jobber may have been truncated to 'job.'""]]","[[""Over time, jobber may have been truncated to 'job.'"", ""'jobber' means a 'person who does a particular job'"", ""'jobber' also gained an extended sense of 'guy,' or 'fellow,' e.g., 'See that jobber over there.'""]]","{'claim': [""This one may be more closely related to 'jobber'"", ""Jobber may have been truncated to 'job'""], 'ground': [[""Over time, jobber may have been truncated to 'job.'"", ""'jobber' means a 'person who does a particular job'"", ""'jobber' also gained an extended sense of 'guy,' or 'fellow,' e.g., 'See that jobber over there.'""]]}"
"{'claim': '""Job"" means person in slang', 'ground': ['""Job"" is used like ""case"" to refer to a person, as in ""nut-case""']}",stack,1,36,"Why ""job"" in ""nut job""",3,"['There is a logical reason why ""job"" is used in ""nut-job""']","[['""job"" is a synonym for the second meaning of ""case"" in ""nut-case""']]","[['""job"" is a synonym for the second meaning of ""case"" in ""nut-case""']]","{'claim': ['There is a logical reason why ""job"" is used in ""nut-job""'], 'ground': [['""job"" is a synonym for the second meaning of ""case"" in ""nut-case""']]}"
"{'claim': 'Common slang for eccentric person', 'ground': ['Often refers to people with extreme or unusual beliefs, usually negatively']}",stack,1,36,"Why ""job"" in ""nut job""",4,['You will also find nut job used a lot in this same construction'],"[[""He's one of those right-wing conspiracy nut jobs""]]","[[""He's one of those right-wing conspiracy nut jobs""]]","{'claim': ['You will also find nut job used a lot in this same construction'], 'ground': [[""He's one of those right-wing conspiracy nut jobs""]]}"
"{'claim': 'Job means person here', 'ground': ['Compound words like ""nut job"" use ""job"" to mean a person, similar to ""nut case""']]",stack,1,36,"Why ""job"" in ""nut job""",5,"[""'nut case' would be: loony person + document case file = certifiable crazy person""]",[['using the compound word comparison']],[['using the compound word comparison']],"{'claim': [""'nut case' would be: loony person + document case file = certifiable crazy person""], 'ground': [['using the compound word comparison']]}"
"{'claim': 'Nut job means a crazy person', 'ground': ['The term combines ""nut"" (crazy) and ""job"" (person or role) to describe someone acting unusually or irrationally.']}",stack,1,36,"Why ""job"" in ""nut job""",6,"[""'nut job': loony person + diminutive work = someone made crazy by their work"", ""a definition of a nut job could be a label for a person who acts nutty, loony, weird, 'out of touch with the main-stream'""]","[['using the compound word comparison'], ['the term can be defined by its constituent parts']]","[['using the compound word comparison', 'the term can be defined by its constituent parts']]","{'claim': [""'nut job': loony person + diminutive work = someone made crazy by their work"", ""a definition of a nut job could be a label for a person who acts nutty, loony, weird, 'out of touch with the main-stream'""], 'ground': [['using the compound word comparison', 'the term can be defined by its constituent parts']]}"
"{'claim': 'Refers to poor mental state', 'ground': ['""Nut job"" implies someone is mentally unstable or not well put together.']}",stack,1,36,"Why ""job"" in ""nut job""",7,"[""In the case of a 'nut,' the implication was that the 'job' wasn't a very good one""]","[[""In the case of a 'nut'""]]","[[""In the case of a 'nut'""]]","{'claim': [""In the case of a 'nut,' the implication was that the 'job' wasn't a very good one""], 'ground': [[""In the case of a 'nut'""]]}"
"{'claim': 'Refers to being a job', 'ground': ['All people are born from mothers, implying a common origin.']}",stack,1,36,"Why ""job"" in ""nut job""",8,"[""That was a 'job'""]",[['Everyone was produced by a mother']],[['Everyone was produced by a mother']],"{'claim': [""That was a 'job'""], 'ground': [['Everyone was produced by a mother']]}"
"{'claim': 'Being around them is hard work', 'ground': ['Their behavior is exhausting and persistently demanding, making interactions burdensome.']}",stack,1,36,"Why ""job"" in ""nut job""",9,"['this behavior is burdensome to the people who interact with the person', 'it is work to be their friend or acquaintance', ""the word 'job' may seem to refer to the person defined by their actions""]","[['the behavior is exhausting, demanding, unavoidable, persistent'], [], []]","[['the behavior is exhausting, demanding, unavoidable, persistent']]","{'claim': ['this behavior is burdensome to the people who interact with the person', 'it is work to be their friend or acquaintance', ""the word 'job' may seem to refer to the person defined by their actions""], 'ground': [['the behavior is exhausting, demanding, unavoidable, persistent']]}"
"{'claim': 'Compound word formation', 'ground': ['Many words are formed by combining two words, like ""nut job"".']}",stack,1,36,"Why ""job"" in ""nut job""",10,['many words like these function as compound words'],[[]],[[]],"{'claim': ['many words like these function as compound words'], 'ground': [[]]}"
"{'claim': 'Nutjob may be gendered slang', 'ground': ['Uncertainty about gendered usage of nutjob']}",stack,1,36,"Why ""job"" in ""nut job""",11,['maybe nutjob is a gendered slang term'],[[]],[[]],"{'claim': ['maybe nutjob is a gendered slang term'], 'ground': [[]]}"
